game_id,title,description,genre,game_vibes,mechanics,distribution,platform,visual_style,age_rating,region,story_pref,emotional_fit,mood_tags
22812,Kingdom Come: Deliverance,"Kingdom Come: Deliverance is a story-driven open-world RPG that immerses you in an epic adventure in the Holy Roman Empire. Avenge your parents' death as you battle invading forces, go on game-changing quests, and make influential choices. Explore majestic castles, deep forests, thriving villages and countless other realistic settings in medieval Bohemia.Bohemia – located in the heart of Europe, the region is rich in culture, silver, and sprawling castles. The death of its beloved ruler, Emperor Charles IV, has plunged the kingdom into dark times: war, corruption, and discord are tearing this jewel of the Holy Roman Empire apart.One of Charles' sons, Wenceslas, has inherited the crown. Unlike his father, Wenceslas is a naive, self-indulgent, unambitious monarch. His half-brother and King of Hungary, Sigismund the Red Fox, senses weakness in Wenceslas. Feigning good will, Sigismund travels to Bohemia and kidnaps his half-brother. With no king on the throne, Sigismund is now free to plunder Bohemia and seize its riches.In the midst of this chaos, you're Henry, the son of a blacksmith. Your peaceful life is shattered when a mercenary raid, ordered by King Sigismund himself, burns your village to the ground. By bittersweet fortune, you are one of the sole survivors of this massacre.Without a home, family, or future you end up in the service of Lord Radzig Kobyla, who is forming a resistance against the invasion. Fate drags you into this bloody conflict and shoves you into a raging civil war, where you help fight for the future of Bohemia.","['simulation', 'platform', 'puzzle', 'role-playing', 'adventure', 'fighting', 'shooter', 'action']","['serious', 'liberating', 'adventurous', 'exciting']","Administration and Management, Combat and Destruction, Creation and Customization, Driving, Riding and Flying, Exploration, Gathering and Collection, High, Interactions / Conversations, Low, Medium, Planning and Strategy, Trade, World Interaction",Online (Steam),"['Linux', 'PlayStation 4', 'Nintendo Switch', 'Macintosh', 'Windows', 'Xbox One']",Realistic,18,US,True,gritty,"{""cluster"": ""serious"", ""vibe"": ""medium to high challenge"", ""tempo"": ""variable"", ""color_palette"": ""earthy tones"", ""other"": ""immersive, historical, dramatic""}"
22852,Cuphead,"The all-cartoon Magical Wondergame!Cuphead is a classic run and gun action game heavily focused on boss battles. Inspired by cartoons of the 1930s, the visuals and audio are painstakingly created with the same techniques of the era: traditional hand drawn cel animation, watercolor backgrounds, and original jazz recordings.Play as Cuphead or Mugman (in single player or local co-op) as you traverse strange worlds, acquire new weapons, learn powerful super moves, and discover hidden secrets while you try to pay your debt back to the devil!","['platform', 'adventure', 'fighting', 'shooter', 'action']","['comedic', 'challenging', 'beautiful', 'exciting']","Combat and Destruction, Cooperation, Driving, Riding and Flying, Exploration, Gathering and Collection, High, Low, Medium, Planning and Strategy, Trade",Online (Steam),"['Macintosh', 'Windows', 'PlayStation 4', 'Xbox One', 'Nintendo Switch']","Cartoonish, Hand drawn",10,US,True,whimsical challenge,"{""cluster"": ""playful"", ""vibe"": ""high challenge"", ""tempo"": ""fast"", ""color_palette"": ""bright"", ""other"": ""nostalgic, energetic""}"
22925,Rust,"Waking up on a mysterious post-apocalyptic island littered with dilapidated industrial monuments and probing scientists, it’s up to you to figure out how to keep yourself alive in a world where everything wants you dead.In Rust, there is one goal above everything else: survive. Conquer thirst and hunger, battle the elements, create clothing and stay safe against hostile forces including other players, scientists, bears, wolves or even succumb to fire, drowning or radiation poisoning. A game without rules, Rust doesn’t tell its inhabitants what to do. Players are free to be deceptive and aggressive with intense player vs. player combat, raiding and looting, but there is potentially even more to be earned with a team of friendly players by your side. In the struggle for survival and supremacy, players can build tiny cabins in the woods to huge scrap metal fortresses in an attempt to stay safe, as well as craft a variety of weapons, bombs and traps.Rust is not for the faint of heart: the game boasts a steep learning curve and a huge, killer community of players. Befriend them, kill them – the choice is yours. Players will start out alone with nothing but a rock and a torch, finding and learning blueprints to make new and higher-tier weapons, armour and defenses, building a growing arsenal to give you and your friends chances of survival. Rust will throw a barrage of challenges at you but players can fight back with craftable weapons starting with a rock in your hands, to a spear or bow, through to heavier artillery like assault rifles and rocket launchers.","['simulation', 'driving', 'strategy', 'mmo', 'flying', 'adventure', 'fighting', 'shooter', 'action']","['creative', 'exciting']","Administration and Management, Combat and Destruction, Cooperation, Creation and Customization, Driving, Riding and Flying, Exploration, Gathering and Collection, High, Low, Medium, Planning and Strategy, Trade, World Interaction",Online (Steam Early Access - Alpha) ,"['Linux', 'PlayStation 4', 'Macintosh', 'Xbox One', 'PlayStation 5', 'Xbox Series X|S', 'Windows']",Realistic,18,US,True,survival,"{""cluster"": ""intense"", ""vibe"": ""high-stakes"", ""tempo"": ""fast-paced"", ""color_palette"": ""dark and gritty"", ""other"": ""challenging, competitive, immersive""}"
22941,Hearts of Iron IV,"Victory is at your fingertips! Your ability to lead your nation is your supreme weapon, the strategy game Hearts of Iron IV lets you take command of any nation in World War II; the most engaging conflict in world history.From the heart of the battlefield to the command center, you will guide your nation to glory and wage war, negotiate or invade. You hold the power to tip the very balance of WWII. It is time to show your ability as the greatest military leader in the world. Will you relive or change history? Will you change the fate of the world by achieving victory at all costs?","['simulation', 'strategy']","['ingenious', 'challenging']","Administration and Management, Combat and Destruction, Competition, Cooperation, Creation and Customization, Gathering and Collection, High, Low, Medium, Planning and Strategy, Trade",Online (Steam),"['Windows', 'Linux', 'Macintosh']",Realistic Artistic,13,US,False,empowering,"{""cluster"": ""strategic"", ""vibe"": ""highly challenging"", ""tempo"": ""medium to fast"", ""color_palette"": ""realistic and subdued"", ""other"": ""immersive, tense""}"
23425,Gang Beasts,"Gang Beasts is a silly local multiplayer party game with surly gelatinous characters, brutal mêlée fight sequences, and absurdly hazardous environments.Watch in horror and amusement as gangs of floppy antagonists grab, push, pull, and shove their enemies from permanently suspended window-cleaning scaffolds, unattended ferris wheels, and commercial haulage trucks.Gasp with shock and delight at the spectacle of stupidly pugnacious thugs punching, kicking, and throwing their foes into unspecified hazardous machinery, flaming incinerator pits, and the paths of moving trains.","['platform', 'sports', 'fighting', 'action', 'party']","['comedic', 'exciting']","Combat and Destruction, Competition, Cooperation, Creation and Customization, High, Low, Medium, Planning and Strategy, Socializing",Online (Nintendo eShop),"['Nintendo Switch', 'Nintendo Wii U', 'Linux', 'Windows', 'Xbox One', 'PlayStation 4', 'Macintosh']",Cartoonish,7,US,False,silly chaos,"{""cluster"": ""playful"", ""vibe"": ""competitive"", ""tempo"": ""fast"", ""color_palette"": ""bright"", ""other"": ""absurd, humorous""}"
23519,Tabletop Simulator,"Create your own original games, import custom assets, set up complete RPG dungeons, manipulate the physics, create hinges & joints, and of course flip the table when you are losing the game. All with an easy to use system integrated with Steam Workshop. You can do anything you want in Tabletop Simulator. The possibilities are endless!Tabletop Simulator has it all. The base game includes 15 classics like Chess, Poker, Chinese Checkers, Dominoes, and Mahjong. If you’re the tabletop gaming type, we include an RPG Kit which has tilesets & furniture, as well as animated figurines that you can set up and battle with your friends, with even more options in the Chest. There’s even an option for a Game Master so they can control the table!If you’re into creativity and prototyping, you can easily create your own games by importing images onto custom boards & tables, create custom decks, import 3D models, and much more. You can choose to upload your creations on the Steam Workshop or share them privately with your friends.Everyone can play Tabletop Simulator! Play a classic board game with grandma, have poker night with the guys, or start your epic RPG adventure with your crew. Play almost any tabletop game you can think of! Being a multiplayer-focused game, up to 8 players can play at any given time. ","['simulation', 'puzzle', 'strategy', 'party', 'real-world game']",['ingenious'],"Combat and Destruction, Competition, Cooperation, Creation and Customization, High, Medium, Planning and Strategy",Online (Steam Early Access - Beta) ,"['Macintosh', 'Windows', 'Linux']",Realistic,10,US,False,creative fun,"{""cluster"": ""playful"", ""vibe"": ""medium challenge"", ""tempo"": ""variable"", ""color_palette"": ""realistic"", ""other"": ""multiplayer, customizable, social""}"
23828,Halo: The Master Chief Collection,"The series that changed console gaming forever is on PC with six blockbuster games in one epic experience. PC Settings/Optimizations Halo: The Master Chief Collection is now optimized for PC and looking better than ever at up to 4k UHD and at 60+ FPS.* Other setting options include customizable mouse and keyboard support, ultrawide support, FOV customization, and more. Campaign Featuring Halo: Reach, Halo: Combat Evolved Anniversary, Halo 2: Anniversary, Halo 3, Halo 3: ODST Campaign, and Halo 4, The Master Chief Collection offers players their own exciting journey through the epic saga. Starting with the incredible bravery of Noble Six in Halo: Reach and ending with the rise of a new enemy in Halo 4, the Master Chief's saga totals 67 campaign missions over six critically-acclaimed titles. Multiplayer Each of the six games in The Master Chief Collection brings its own multiplayer maps, modes and game types. With more than 120 multiplayer maps and countless ways to play with community-created Forge content the Collection has the most diverse and expansive Halo multiplayer experience to date. Forge Halo's iconic map editor is improved, refreshed and better than ever. Build new maps with expanded functionality, increased budget, new objects and create new ways to play with custom game modes.***Look to system requirements for guidance on hardware minimum specs to achieve performance metrics.**Forge mode not available in Halo: Combat Evolved Anniversary or Halo 3: ODST.","['driving', 'platform', 'flying', 'adventure', 'fighting', 'shooter', 'action']","['sentimental', 'exciting', 'epic', 'power fantasy', 'serious']","Combat and Destruction, Cooperation, Driving, Riding and Flying, Exploration, Gathering and Collection, High, Low, Medium, Planning and Strategy",Online (Xbox Games Store),"['Xbox One', 'Windows']",Realistic,15,US,True,epic,"{""cluster"": ""adventurous"", ""vibe"": ""dynamic"", ""tempo"": ""medium"", ""color_palette"": ""vibrant"", ""other"": ""immersive, competitive""}"
23835,Grand Theft Auto V,"Experience Rockstar Games' critically acclaimed open world game, Grand Theft Auto V.When a young street hustler, a retired bank robber and a terrifying psychopath find themselves entangled with some of the most frightening and deranged elements of the criminal underworld, the U.S. government and the entertainment industry, they must pull off a series of dangerous heists to survive in a ruthless city in which they can trust nobody, least of all each other.Explore the stunning world of Los Santos and Blaine County in the ultimate Grand Theft Auto V experience, featuring a range of technical upgrades and enhancements for new and returning players.Switch between the interconnected lives of Michael, Trevor and Franklin as they embark on a series of heists across Los Santos and Blaine County in the biggest, deepest and richest open world experience yet. Game world enhancements include new wildlife, upgraded weather and damage effects and an array of new details to discover.These upgrades also extend to Grand Theft Auto Online, an ever-evolving Grand Theft Auto universe. Rise through the criminal ranks by banding together to complete Jobs for cash, purchase properties, vehicles and character upgrades, compete in traditional competitive modes or create your own content to play and share with the Grand Theft Auto community.In addition, PS3 players are able to transfer their Grand Theft Auto Online characters and progression onto PlayStation 4.","['driving', 'platform', 'puzzle', 'strategy', 'role-playing', 'mmo', 'flying', 'sports', 'adventure', 'fighting', 'shooter', 'action', 'real-world game', 'racing']","['liberating', 'exciting']","Administration and Management, Combat and Destruction, Competition, Cooperation, Creation and Customization, Driving, Riding and Flying, Exploration, Gathering and Collection, High, Interactions / Conversations, Low, Medium, Planning and Strategy, Trade, World Interaction",Online (Playstation Network),"['PlayStation 4', 'Windows', 'Xbox One', 'Xbox Series X|S', 'PlayStation 5']",Realistic,18,US,True,intense,"{""cluster"": ""action-adventure"", ""vibe"": ""high-stakes"", ""tempo"": ""variable"", ""color_palette"": ""realistic"", ""other"": ""immersive, chaotic, expansive""}"
24121,Don't Starve Together: Console Edition,"Don't Starve Together is the standalone multiplayer expansion of the uncompromising wilderness survival game, Don't Starve. Now including Reign of Giants; adding new characters, seasons, creatures, biomes, and Giant new challenges to Don’t Starve Together.Enter a strange and unexplored world full of strange creatures, dangers, and surprises. Gather resources to craft items and structures that match your survival style. Play your way as you unravel the mysteries of this strange land.Cooperate with your friends with local co-op split screen or in a private server! You can also take your chances with strangers online. Work with other players to survive the harsh environment, or strike out on your own.Do whatever it takes, but most importantly, Don't Starve.","['strategy', 'adventure', 'fighting', 'shooter', 'action']","['surreal', 'exciting', 'liberating', 'destructive', 'comedic', 'disconcerting', 'adventurous']","Administration and Management, Combat and Destruction, Cooperation, Creation and Customization, Exploration, Gathering and Collection, High, Low, Medium, Planning and Strategy",Online (Xbox Games Store),"['Xbox One', 'PlayStation 4', 'Macintosh', 'Linux', 'Windows', 'Nintendo Switch']","Cartoonish, Creepy, Hand drawn",10,US,True,tense survival,"{""cluster"": ""survival"", ""vibe"": ""challenging"", ""tempo"": ""medium"", ""color_palette"": ""dark and whimsical"", ""other"": ""cooperative, exploratory""}"
24881,Rocket League,"Rocket League is a high-powered hybrid of arcade-style soccer and vehicular mayhem with easy-to-understand controls and fluid, physics-driven competition. Rocket League includes casual and competitive Online Matches, a fully-featured offline Season Mode, special “Mutators” that let you change the rules entirely, hockey and basketball-inspired Extra Modes, and more than 500 trillion possible cosmetic customization combinations.Winner or nominee of more than 150 “Game of the Year” awards, Rocket League is one of the most critically-acclaimed sports games of all time. Boasting a community of more than 57 million players, Rocket League features ongoing free and paid updates, including new DLCs, content packs, features, modes and arenas.","['flying', 'sports', 'driving', 'action']",['exciting'],"Combat and Destruction, Competition, Cooperation, Creation and Customization, Driving, Riding and Flying, Gathering and Collection, High, Low, Medium, Planning and Strategy, Socializing, Trade",Online (Steam),"['Macintosh', 'Linux', 'Windows', 'PlayStation 4']",Realistic Artistic,7,US,False,exhilarating,"{""cluster"": ""competitive"", ""vibe"": ""dynamic"", ""tempo"": ""fast"", ""color_palette"": ""vibrant"", ""other"": ""community-driven, customizable""}"
24929,Battlefield 1,"Experience the dawn of all-out war only in Battlefield 1. Fight your way through epic battles ranging from tight urban combat in a besieged French city to the heavily defended mountain forts in the Italian Alps or frantic combats in the deserts of Arabia. Discover a world at war through an adventure-filled campaign, or join in epic multiplayer battles with up to 64 players, and adapt your tactics to the earth-shattering destruction and dynamic weather. Fight as infantry, lead horse charges or take control of amazing vehicles on land, air and sea, from tanks and biplanes to the gigantic Behemoths – some of the largest vehicles in Battlefield history.","['driving', 'platform', 'flying', 'adventure', 'fighting', 'shooter', 'action']","['serious', 'exciting']","Combat and Destruction, Cooperation, Driving, Riding and Flying, Exploration, Gathering and Collection, High, Low, Medium, Trade",Online (Steam),"['Windows', 'PlayStation 4', 'Xbox One']",Realistic,15,US,True,intense,"{""cluster"": ""action-packed"", ""vibe"": ""high"", ""tempo"": ""fast"", ""color_palette"": ""earthy and muted"", ""other"": ""dynamic, immersive, competitive""}"
25202,Enter the Gungeon,"Enter the Gungeon is a gunfight dungeon crawler following a band of regretful misfits seeking to shoot, loot, dodge roll and table-flip their way to personal absolution by reaching the legendary Gungeon’s ultimate treasure- the gun that can kill the past. Select a hero and battle your way to the bottom of the Gungeon by surviving a challenging and evolving series of floors filled with the dangerously adorable Gundead and fearsome Gungeon bosses armed to the teeth. Gather precious loot, discover hidden secrets, and chat with opportunistic merchants and shopkeepers to purchase powerful items to gain an edge.","['fighting', 'shooter', 'action', 'adventure']","['challenging', 'comedic', 'exciting']","Combat and Destruction, Cooperation, Driving, Riding and Flying, Exploration, Gathering and Collection, High, Low, Medium, Planning and Strategy, Trade, World Interaction",Online (Steam),"['Windows', 'Xbox One', 'PlayStation 4', 'Macintosh', 'Linux', 'Nintendo Switch']","Cartoonish, Pixelated",10,US,True,exciting,"{""cluster"": ""action-packed"", ""vibe"": ""challenging"", ""tempo"": ""fast"", ""color_palette"": ""bright"", ""other"": ""cartoonish, humorous""}"
25291,Hollow Knight,"Brave the Depths of a Forgotten KingdomBeneath the fading town of Dirtmouth sleeps an ancient, ruined kingdom. Many are drawn below the surface, searching for riches, or glory, or answers to old secrets.Hollow Knight is a classically styled 2D action adventure across a vast interconnected world. Explore twisting caverns, ancient cities and deadly wastes; battle tainted creatures and befriend bizarre bugs; and solve ancient mysteries at the kingdom's heart.The world of Hollow Knight is brought to life in vivid, moody detail, its caverns alive with bizarre and terrifying creatures, each animated by hand in a traditional 2D style.Every new area you’ll discover is beautifully unique and strange, teeming with new creatures and characters. Take in the sights and uncover new wonders hidden off of the beaten path.If you like classic gameplay, cute but creepy characters, epic adventure and beautiful, gothic worlds, then Hollow Knight awaits!Hollow Knight Expands with Free ContentGodmaster - Take your place amongst the Gods. New Characters and Quest. New Boss Fights. Available Now!Lifeblood - A Kingdom Upgraded! New Boss. Upgraded Bosses. Tweaks and Refinements across the whole game.The Grimm Troupe - Light the Nightmare Lantern. Summon the Troupe. New Major Quest. New Boss Fights. New Charms. New Enemies. New Friends.","['platform', 'puzzle', 'role-playing', 'adventure', 'fighting', 'shooter', 'action']","['exciting', 'mysterious', 'serious', 'adventurous', 'dark', 'challenging', 'beautiful']","Combat and Destruction, Creation and Customization, Exploration, Gathering and Collection, High, Interactions / Conversations, Low, Planning and Strategy, Trade, World Interaction",Online (Windows Store),"['Windows', 'Macintosh', 'Nintendo Wii U', 'Nintendo Switch', 'Linux', 'PlayStation 4', 'Xbox One']",Cartoonish,10,US,True,mysterious,"{""cluster"": ""adventurous"", ""vibe"": ""challenging"", ""tempo"": ""moderate"", ""color_palette"": ""moody"", ""other"": ""whimsical, gothic, exploration-focused""}"
25343,Geometry Dash,"Prepare for a near impossible challenge in the world of Geometry Dash. Push your skills to the limit as you jump, fly and flip your way through dangerous passages and spiky obstacles.Simple one touch game play with lots of levels that will keep you entertained for hours!","['music', 'platform', 'action']","['challenging', 'beautiful', 'exciting']","Gathering and Collection, Low",Online (Steam),"['Windows', 'iPhone / iPod Touch', 'Android', 'iPad', 'Macintosh']",Abstract,7,US,False,intense,"{""cluster"": ""challenging"", ""vibe"": ""high"", ""tempo"": ""fast"", ""color_palette"": ""bright"", ""other"": ""abstract, adrenaline-pumping""}"
26000,Call of Duty: Black Ops III,"Call of Duty: Black Ops III combines three unique game modes: Campaign, Multiplayer and Zombies, providing fans with the deepest and most ambitious Call of Duty ever.The Campaign deploys its players into a future where bio-technology has enabled a new breed of Black Ops soldier. Players are now always on and always connected to the intelligence grid and their fellow operatives during battle.Multiplayer will be the franchise’s deepest, most rewarding and most engaging to date, with new ways to rank up, customize, and gear up for battle. And Zombies delivers an all-new mind-blowing experience with its own dedicated narrative.","['driving', 'platform', 'role-playing', 'flying', 'adventure', 'fighting', 'shooter', 'action', 'racing']","['serious', 'exciting']","Combat and Destruction, Cooperation, Driving, Riding and Flying, Exploration, Gathering and Collection, High, Low, Trade",Online (Xbox Live Games on Demand),"['Xbox 360', 'PlayStation 4', 'Windows', 'PlayStation 3', 'Xbox One', 'Macintosh']",Realistic,15,US,True,intense,"{""cluster"": ""action-packed"", ""vibe"": ""high-stakes"", ""tempo"": ""fast"", ""color_palette"": ""dark and gritty"", ""other"": ""immersive, competitive""}"
26044,Squad,"Squad is a large scale combined arms multiplayer first-person shooter emphasizing combat realism through communication, team play, emphasizing strong squad cohesion mechanics as well as larger-scale coordination, tactics, and planning.It features 20 large open maps, vehicle-based combined arms gameplay, and player-constructed bases to create a heart-thumping, visceral gaming experience with split-second decision-making in real-world scale firefights.","['simulation', 'driving', 'strategy', 'flying', 'fighting', 'shooter', 'action']","['ingenious', 'serious', 'exciting']","Administration and Management, Combat and Destruction, Cooperation, Creation and Customization, Driving, Riding and Flying, High, Low, Medium, Planning and Strategy",Online (Steam),['Windows'],Realistic,18,US,True,intense,"{""cluster"": ""action-packed"", ""vibe"": ""highly competitive"", ""tempo"": ""fast-paced"", ""color_palette"": ""realistic tones"", ""other"": ""team-oriented, tactical""}"
26205,Garry's Mod,"Garry's Mod is a physics sandbox. There aren't any predefined aims or goals. We give you the tools and leave you to play.You spawn objects and weld them together to create your own contraptions - whether that's a car, a rocket, a catapult or something that doesn't have a name yet - that's up to you. You can do it offline, or join the thousands of players who play online each day.If you're not too great at construction - don't worry! You can place a variety of characters in silly positions. But if you want to do more, we have the means.",['other'],['creative'],"Creation and Customization, High",Online (Steam),"['Windows', 'Macintosh', 'Linux']",Realistic,7,US,False,playful,"{""cluster"": ""creative"", ""vibe"": ""relaxed"", ""tempo"": ""variable"", ""color_palette"": ""realistic"", ""other"": ""sandbox, whimsical""}"
26218,BeamNG.drive,"A dynamic soft-body physics vehicle simulator capable of doing just about anything.BeamNG.drive is an incredibly realistic driving game with near-limitless possibilities. Our soft-body physics engine simulates every component of a vehicle in real time, resulting in true-to-life behavior. With years of meticulous design, intensive research and experience, the simulation authentically recreates the excitement of real world driving.Why is BeamNG.drive the game for you?Soft-body physics: The BeamNG physics engine is at the core of the most detailed and authentic vehicle simulation you've ever seen in a game. Crashes feel visceral, as the game uses an incredibly accurate damage model.Vehicles: BeamNG.drive offers dozens of refined, totally customizable vehicles for you to experiment with. Whether it's a compact car or massive truck, you can tweak away at all the moving parts to create just about any driving experience you want. Wheels, suspension, engines, and more; everything is under your control.Environments: There's plenty to discover as you drive. Featuring 12 sprawling, beautiful open-world environments, the terrain feels as vast and diverse as the gameplay options. Test out your new setup through tropical jungle passages, barren deserts, urban boulevards, fast highways, and much more.","['simulation', 'driving', 'action', 'racing']",['exciting'],"Combat and Destruction, Driving, Riding and Flying, High, Medium",Online (Steam),['Windows'],Realistic,10,US,False,exhilarating,"{""cluster"": ""dynamic simulation"", ""vibe"": ""high challenge"", ""tempo"": ""medium"", ""color_palette"": ""realistic and varied"", ""other"": ""immersive, customizable experience""}"
26219,Roblox,"Welcome to the world’s largest social platform for play. Every month, over 64 million active players come to Roblox to imagine, create, and play together within immersive 3D worlds built by gamers just like you! Already have an account? Log in with your existing Roblox account and play now!",['other'],['creative'],"Creation and Customization, High, Low, Trade",Online (Windows Store),"['Windows', 'Oculus Quest', 'PlayStation 4', 'Android', 'PlayStation 5', 'Meta Quest 2', 'Xbox One', 'iPhone / iPod Touch', 'Macintosh', 'iPad']","Artistic, Voxel",7,US,False,creative,"{""cluster"": ""playful"", ""vibe"": ""dynamic"", ""tempo"": ""varied"", ""color_palette"": ""bright"", ""other"": ""collaborative, imaginative""}"
26227,osu!,"Welcome to osu!, a free-to-win rhythm game developed by peppy with four game modes: osu!standard, a circle clicking simulator; osu!taiko, a drumming emulator; osu!catch, a fruit salad catcher; and osu!mania, a key smashing synthesizer.","['music', 'action']","['challenging', 'exciting']",,Online,"['Macintosh', 'Android', 'iPad', 'Windows', 'iPhone / iPod Touch']",,0,US,False,energetic,"{""cluster"": ""playful"", ""vibe"": ""high-energy"", ""tempo"": ""fast"", ""color_palette"": ""bright"", ""other"": ""rhythmic, competitive""}"
26237,7 Days to Die,"7 Days to Die is an open-world game that is a unique combination of first-person shooter, survival horror, tower defense, and role-playing games. Play the definitive zombie survival sandbox RPG that came first. Navezgane awaits!HOW LONG WILL YOU SURVIVE?With over 16 million copies sold, 7 Days has defined the survival genre, with unrivaled crafting and world-building content. Set in a brutally unforgiving post-apocalyptic world overrun by the undead, 7 Days is an open-world game that is a unique combination of first-person shooter, survival horror, tower defense, and role-playing games. It presents combat, crafting, looting, mining, exploration, and character growth, in a way that has seen a rapturous response from fans worldwide. Play the definitive zombie survival sandbox RPG that came first. Navezgane awaits!","['simulation', 'driving', 'strategy', 'role-playing', 'flying', 'adventure', 'fighting', 'shooter', 'action']","['exciting', 'liberating', 'serious', 'creative', 'disconcerting', 'suspenseful', 'morbid', 'dark', 'challenging']","Administration and Management, Combat and Destruction, Cooperation, Creation and Customization, Driving, Riding and Flying, Exploration, Gathering and Collection, High, Low, Medium, Planning and Strategy, Socializing, Trade, World Interaction",Online (Windows Game Preview),"['Windows', 'Linux', 'PlayStation 4', 'PlayStation 5', 'Xbox One', 'Macintosh', 'Xbox Series X|S']",Realistic,18,US,True,tense survival,"{""cluster"": ""survival horror"", ""vibe"": ""high challenge"", ""tempo"": ""medium to fast"", ""color_palette"": ""dark and gritty"", ""other"": ""post-apocalyptic, immersive, intense""}"
26267,MapleStory,"Eons ago, six brave heroes defied the Black Mage and stopped his conquest of Maple World, sealing him away for millennia. Now the fiend has awoken, and a new breed of hero must take up the call.Choose from over 40 characters, including mages, archers, pirates, ninjas, even time travelers! Customize your hero with countless cosmetic options and craft your own play-style with robust skill trees. Explore Maple World's mountains, deserts, jungles and more, or travel to the alien world of Grandis for even more intrigue. With millions of players to meet and countless adventures to be had, MapleStory is the MMO that lets you unleash your wild side.","['platform', 'puzzle', 'role-playing', 'mmo', 'adventure', 'fighting', 'shooter', 'action']","['wholesome', 'exciting', 'cheerful', 'adventurous', 'beautiful']","Administration and Management, Combat and Destruction, Cooperation, Creation and Customization, Driving, Riding and Flying, Exploration, Gathering and Collection, High, Low, Medium, Planning and Strategy, Trade",Online (Official Game Website),['Windows'],"Cartoonish, Chibi",10,US,True,playful adventure,"{""cluster"": ""whimsical"", ""vibe"": ""dynamic"", ""tempo"": ""medium"", ""color_palette"": ""bright"", ""other"": ""fantastical, cooperative, customizable""}"
26300,ARK: Survival Evolved,"As a man or woman stranded naked, freezing and starving on the shores of a mysterious island called ARK, you must hunt, harvest resources, craft items, grow crops, research technologies, and build shelters to withstand the elements. Use your cunning and resources to kill or tame & breed the leviathan dinosaurs and other primeval creatures roaming the land, and team up with or prey on hundreds of other players to survive, dominate... and escape!","['simulation', 'platform', 'strategy', 'role-playing', 'mmo', 'flying', 'adventure', 'fighting', 'shooter', 'action']","['creative', 'liberating', 'exciting']","Administration and Management, Combat and Destruction, Cooperation, Creation and Customization, Driving, Riding and Flying, Exploration, Gathering and Collection, High, Low, Medium, Planning and Strategy",Online (Google Play),"['Android', 'PlayStation 4', 'iPad', 'Windows', 'Xbox One', 'Xbox Series X|S', 'Linux', 'Macintosh', 'iPhone / iPod Touch', 'Nintendo Switch']",Realistic,13,US,True,survival,"{""cluster"": ""intense"", ""vibe"": ""high challenge"", ""tempo"": ""medium"", ""color_palette"": ""natural"", ""other"": ""immersive, competitive""}"
26582,Dark Souls III,"Dark Souls continues to push the boundaries with the latest, ambitious chapter in the critically-acclaimed and genre-defining series. Prepare yourself and Embrace The Darkness!As fires fade and the world falls into ruin, journey into a universe filled with more colossal enemies and environments. Players will be immersed into a world of epic atmosphere and darkness through faster gameplay and amplified combat intensity. Fans and newcomers alike will get lost in the game hallmark rewarding gameplay and immersive graphics.Now only embers remain… Prepare yourself once more and Embrace The Darkness!","['platform', 'role-playing', 'adventure', 'fighting', 'shooter', 'action']","['serious', 'dark', 'challenging', 'exciting']","Administration and Management, Combat and Destruction, Competition, Cooperation, Creation and Customization, Exploration, Gathering and Collection, High, Interactions / Conversations, Low, Medium, Planning and Strategy, Socializing, Trade, World Interaction",Online (Xbox Games Store),"['Xbox One', 'Windows', 'PlayStation 4']",Realistic,15,US,True,intense,"{""cluster"": ""dark"", ""vibe"": ""challenging"", ""tempo"": ""fast"", ""color_palette"": ""dark"", ""other"": ""immersive, epic atmosphere""}"
26655,Sea of Thieves,"Sea of Thieves offers the essential pirate experience, from sailing and fighting to exploring and looting – everything you need to live the pirate life and become a legend in your own right. With no set roles, you have complete freedom to approach the world, and other players, however you choose.Whether you’re voyaging as a group or sailing solo, you’re bound to encounter other crews in this shared world adventure – but will they be friends or foes, and how will you respond?Sea of Thieves will launch alongside Xbox Series X, taking advantage of its advanced hardware, supports Smart Delivery, and is available day-and-date with Xbox Game Pass.","['simulation', 'driving', 'platform', 'puzzle', 'mmo', 'adventure', 'fighting', 'shooter', 'action']","['adventurous', 'liberating', 'exciting']","Administration and Management, Combat and Destruction, Cooperation, Creation and Customization, Driving, Riding and Flying, Exploration, Gathering and Collection, High, Interactions / Conversations, Low, Medium, Planning and Strategy, Trade, World Interaction",Closed Beta,"['PlayStation 5', 'Xbox One', 'Windows', 'Xbox Series X|S']",Cartoonish,10,US,True,adventurous,"{""cluster"": ""exploration"", ""vibe"": ""dynamic"", ""tempo"": ""medium"", ""color_palette"": ""bright"", ""other"": ""multiplayer, playful""}"
